ID,Strain,Sex,EXP,Weight Days,Weight Scheme,Max Weight Loss,Max Weight Gain,Average Weight Change
3711,129,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-21.13402062,9.278350515,-1.718213058
3712,129,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-24.87562189,1.990049751,-7.462686567
3713,129,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-20.21276596,10.63829787,1.646403242
3714,129,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-9.547738693,17.08542714,7.118927973
3715,129,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-21.39303483,12.93532338,5.721393035
3716,129,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-8.536585366,5.284552846,1.103368177
3717,129,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-23.77358491,0.377358491,-8.140161725
3718,129,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-24.4813278,4.979253112,-4.07034183
3719,129,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-20.0913242,2.739726027,-8.066971081
3720,129,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-24.78991597,3.781512605,-9.983993597
3401,B6,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-34.69387755,1.020408163,-14.09135083
3402,B6,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-22.17391304,1.304347826,-6.832298137
3403,B6,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-26.79425837,3.827751196,-8.817498291
3404,B6,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,0,20,9.05775076
3409,B6,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-5.825242718,17.47572816,4.114655571
3410,B6,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-11.79487179,12.82051282,2.905982906
3411,B6,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-22.22222222,2.415458937,-10.42097999
3412,B6,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-16.34615385,12.01923077,-7.577838828
3701,B6,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-4.494382022,15.16853933,7.33012306
3702,B6,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-6.395348837,26.74418605,9.689922481
3703,B6,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-24.7311828,7.52688172,-2.662570405
3704,B6,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-14.51612903,5.913978495,-3.020993344
3705,B6,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-7.407407407,3.174603175,-2.015621063
3813,B6,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,0,25.92592593,21.07583774
3814,B6,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-17.31843575,20.11173184,-1.276935355
3815,B6,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,0,17.41573034,10.75441413
3816,B6,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-4.21686747,18.6746988,8.777969019
3817,B6,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,0,27.16049383,17.22516167
5132,B6,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-24.47916667,14.0625,-3.670634921
5133,B6,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-25.80645161,0.537634409,-12.87634409
5134,B6,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-22.34636872,0,-14.82090043
5135,B6,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-16.76646707,22.15568862,7.128599943
5136,B6,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-27.4611399,6.21761658,-7.162450472
3405,B6,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-21.13821138,5.691056911,-6.039488966
3406,B6,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-4.961832061,12.21374046,5.016357688
3407,B6,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-23.55072464,6.884057971,-3.847481021
3408,B6,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-21.15384615,4.230769231,-11.52014652
3413,B6,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-9.926470588,8.088235294,-0.052521008
3414,B6,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-16.85393258,1.872659176,-8.418048867
3415,B6,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-21.16040956,0,-8.613684382
3416,B6,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-18.07692308,3.846153846,-8.131868132
3706,B6,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-10.56910569,9.756097561,0.580720093
3707,B6,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-18.87550201,5.220883534,-2.81124498
3708,B6,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-12.15686275,7.058823529,-1.718020542
3709,B6,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-7.172995781,8.016877637,0.482218204
3710,B6,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-24.1509434,0,-13.9802336
3818,B6,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-5.46875,8.984375,0.390625
3819,B6,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-25.10288066,4.115226337,-14.6776406
3820,B6,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-23.28767123,9.589041096,-10.56751468
3821,B6,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-20.08733624,6.113537118,-4.782699106
3822,B6,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-24.15254237,3.813559322,-13.35754641
5127,B6,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-27.60180995,7.239819005,-9.265244559
5128,B6,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-23.52941176,2.941176471,-7.282913165
5129,B6,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-25.64102564,0,-13.47171347
5130,B6,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-24.88888889,4,-13.20634921
5131,B6,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-31.69642857,0,-13.41411565
3721,NOD,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,0,30.15873016,14.08415218
3722,NOD,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-12.12121212,19.6969697,8.080808081
3723,NOD,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-16.26794258,13.87559809,4.693552062
3724,NOD,F,X134,Too Jumpy to get weight data - single housed,-,,,
3725,NOD,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-9.454545455,10.90909091,2.112554113
3726,NOD,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,0,15.98513011,8.904230837
3727,NOD,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-11.39240506,10.54852321,2.652200121
3728,NOD,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-1.418439716,14.53900709,7.227288078
3729,NOD,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-9.128630705,11.2033195,3.43805572
,,,,,,,,
3417,CC001,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-0.526315789,20.52631579,9.824561404
3418,CC001,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-13.88888889,10,-0.502645503
3419,CC001,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-16.57458564,4.972375691,-0.73664825
3420,CC001,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-20.77922078,6.493506494,-5.681818182
3421,CC001,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-21.39037433,9.090909091,-3.488668195
3422,CC001,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-5.172413793,15.51724138,3.920361248
3423,CC001,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-24.43438914,6.787330317,-3.576815342
3425,CC001,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-3.286384977,19.24882629,8.11535882
3426,CC001,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-34.61538462,5.128205128,-8.363858364
3778,CC002,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-28.31858407,5.309734513,-8.09102402
3779,CC002,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-19.24882629,0.938967136,-5.946791862
3780,CC002,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-20.56074766,8.411214953,-5.985758789
3781,CC002,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-19.11764706,4.411764706,-2.941176471
3782,CC002,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-16.43835616,11.87214612,-2.71798217
3427,CC002,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-11.02362205,12.20472441,3.599550056
3428,CC002,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-21.53846154,5,-3.168498168
3783,CC002,M,X134,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-20.23346304,4.280155642,-9.153233278
3784,CC002,M,X134,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-10.15037594,11.65413534,3.383458647
3823,CC002,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-23.10469314,0,-9.351899605
3824,CC002,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-11.39240506,10.97046414,0.58268033
3429,CC003,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-17.69911504,14.15929204,0.442477876
3430,CC003,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-16.73306773,20.3187251,2.826788086
3431,CC003,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,0,13.33333333,8.548752834
3432,CC003,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-0.432900433,22.07792208,9.565038136
3433,CC003,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-1.769911504,17.25663717,5.773282764
3434,CC003,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-15.93220339,3.728813559,-5.456012914
3435,CC003,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-6.872852234,15.80756014,6.332842415
3436,CC003,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-25.93984962,6.390977444,-5.191550304
3786,CC003,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-19.76744186,5.03875969,-4.134366925
3787,CC003,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-20.81911263,4.09556314,-10.23890785
3554,CC004,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-37.72727273,0,-19.67532468
3555,CC004,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-27.27272727,4.812834225,-7.282913165
3556,CC004,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-39.18918919,0,-18.28828829
3557,CC004,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-32.16080402,0,-20.8986107
3558,CC004,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-26.90763052,0,-12.85140562
3788,CC004,F,X134,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-20.21857923,10.38251366,-0.853825137
3789,CC004,F,X134,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-7.960199005,16.91542289,3.056147832
3501,CC004,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-42.65129683,0,-29.84767394
3502,CC004,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-22.3495702,0,-10.0286533
3503,CC004,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-43.80165289,0,-23.17806161
3790,CC004,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-30.33707865,0,-13.62582486
3791,CC004,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-6.956521739,35.2173913,9.523809524
3792,CC004,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-13.30472103,0,-8.154506438
3793,CC004,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-29.6460177,0,-15.84070796
3794,CC006,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-9.693877551,10.20408163,0.728862974
3795,CC006,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-7.027027027,11.89189189,0.077220077
3796,CC006,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-4.972375691,13.8121547,4.893449092
3797,CC006,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-21.46596859,3.664921466,-6.656694091
3798,CC006,F,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-5.555555556,27.77777778,5.349794239
3437,CC006,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-9.90990991,5.855855856,-1.008151008
3438,CC006,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-10.0877193,7.894736842,0.292397661
3439,CC006,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-22.62443439,0,-7.412195647
3440,CC006,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-2.427184466,12.62135922,6.611188165
3441,CC006,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-4.035874439,6.278026906,1.452060645
3559,CC010 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-20.12195122,1.829268293,-11.70150987
3560,CC010 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-15.38461538,1.709401709,-8.73015873
3561,CC010 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-25.10638298,4.255319149,-13.61702128
3562,CC010 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-24.07407407,0,-11.19929453
3563,CC010 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-23.046875,0,-14.2485119
3564,CC010 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-12.45791246,0,-9.587942921
3565,CC010 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-8.058608059,3.296703297,-2.31990232
3566,CC010 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-2.197802198,8.791208791,2.760334903
3799,CC010 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-8.870967742,12.09677419,2.150537634
3800,CC010 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-6.691449814,5.94795539,0.885112409
3825,CC011,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-19.44444444,8.333333333,-1.303854875
3826,CC011,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-28.69198312,21.51898734,-3.998392606
3567,CC011 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-13.35877863,0,-6.743002545
3568,CC011 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-15,6.333333333,-6.761904762
3569,CC011 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-27.05882353,0,-10.47619048
3570,CC011 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-8.896797153,3.558718861,-2.813082528
3571,CC011 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-19.93670886,4.113924051,-6.434599156
3572,CC011 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-7.258064516,10.08064516,0.17281106
3573,CC011 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-12.63157895,0,-9.523809524
3574,CC011 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-17.33870968,2.016129032,-7.085253456
3827,CC018,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-2.234636872,16.75977654,8.619313647
3348,CC018 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,0,18.53932584,11.02193686
3349,CC018 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,0,21.66666667,14.28571429
3350,CC018 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,0,30.52631579,20.30075188
3351,CC018 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-10.38961039,11.25541126,-0.639043496
3352,CC018 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-12.75720165,6.172839506,-2.038016853
3353,CC018 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,0,16.89497717,7.697325506
3354,CC018 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-12.33480176,15.4185022,2.422907489
3355,CC018 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-4.166666667,10.83333333,3.78968254
5137,CC020,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,0,20.83333333,13.01587302
5138,CC020,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,0,25.24752475,14.33286186
5139,CC020,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-11.45038168,13.74045802,2.853507815
5140,CC020,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,0,33.87978142,23.49726776
5141,CC020,F,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,0,33.5106383,23.50557244
5142,CC020,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-10.38461538,20.76923077,8.644688645
5143,CC020,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-2.34375,5.46875,0.669642857
5144,CC020,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,0,14.28571429,8.016179445
5145,CC020,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-3.112840467,15.56420233,9.41263665
5146,CC020,M,X191,"D: 6,8,11,13,15,17,20,22,24,27,29,31,34,36,38,41,43,45,48,50",4,-1.418439716,14.89361702,6.788247214
